,Dataset,Category,HeadLines
297,bbc dataset,politics,افغانستانڈرون حملہ،’متعدد پاکستانی طالبان ہلاک‘
298,bbc dataset,politics,اقوام متحدہ میں شام میں جنگ بندی کے معاہدے کی توثیق
299,bbc dataset,politics,اقوام متحدہ نشستن و گفتن و برخواستن کلب ہے ٹرمپ
300,bbc dataset,politics,اقوام متحدہ نے شامی اور روسی افواج سے حلب پر بمباری بند کا مطالبہ کیا ہے۔
301,bbc dataset,politics,اقوام متحدہ کی قرارداد پر امریکہ اور اسرائیل کے درمیان سفارتی جنگ شروع ہو گئی ہے۔
302,bbc dataset,politics,الطاف حسین کے خلاف منی لانڈرنگ کی تحقیقات ختم
303,bbc dataset,politics,الطاف حسین کے خلاف منی لانڈرنگ کیس کی تحقیقات ختم
304,bbc dataset,politics,الطاف حسین گاڑی سے نہ اترے
305,bbc dataset,politics,المائڈا کا نام ای سی ایل سے خارج، فوج کی تشویش برقرار
306,bbc dataset,politics,الیکشن ڈائری ’صنفی تعصب کی امریکہ میں بھی کمی نہیں‘
307,bbc dataset,politics,امدادی قافلے پر حملے کے بعد اقوام متحدہ کی امداد معطل
308,bbc dataset,politics,امریکہ تین افراد پر مسجد پر حملے کے منصوبے کا الزام
309,bbc dataset,politics,امریکہ ریاست اوریگون میں ٹرمپ مخالف مظاہروں میں تشدد
310,bbc dataset,politics,امریکہ شام میں اتحادی گروہوں کو بچا رہا ہے لاوروف
311,bbc dataset,politics,امریکہ صدر ڈونلڈ ٹرمپ نے قائم مقام اٹارنی جنرل سیلی یئیٹس کو برطرف کر دیا
312,bbc dataset,politics,امریکہ میں ٹرمپ مخالف مظاہروں کا دوسرا روز
313,bbc dataset,politics,امریکہ میں ہسپانوی ووٹ اہم کردار ادا کریں گے
314,bbc dataset,politics,امریکہ نے الزام عائد کیا ہے کہ روسی ہیکر صدارتی ریس کو متاثر کرنےکی کوشش کر رہے ہیں۔
315,bbc dataset,politics,امریکہ نے میانمار کے خلاف اقتصادی پابندیاں نرم کر دیں
316,bbc dataset,politics,امریکہ پر سائبر حملوں کا الزام فضول ہے روس
317,bbc dataset,politics,امریکہ کا قانونی نظام ٹوٹ چکا ہے ڈونلڈ ٹرمپ
318,bbc dataset,politics,امریکہ کے صدارتی انتخاب میں مسلمانوں کے اپنے مسائل پر بات کوئی نہیں کر رہا
319,bbc dataset,politics,امریکہ’ہلاک ہونے والے سیاہ فام شخص غیر مسلح تھا‘
320,bbc dataset,politics,امریکی خفیہ ادارے کا لیپ ٹاپ چوری کر لیا گیا
321,bbc dataset,politics,امریکی سینیٹ سے ایران پر پابندیوں میں مزید دس برس کی توسیع کی منظوری
322,bbc dataset,politics,امریکی صدارتی انتخاب 2016 ’ٹرمپ بہانے بازی بند کریں‘
323,bbc dataset,politics,امریکی صدارتی انتخاب کی مہم آخری مراحل میں
324,bbc dataset,politics,امریکی صدارتی انتخابات پر روسی ہیکرز کے سائے
325,bbc dataset,politics,امریکی مسلمان ووٹر رپبلکن پارٹی سے نالاں
326,bbc dataset,politics,امریکی وزارتِ خارجہ کے اعلیٰ اہلکاروں کے استعفے
327,bbc dataset,politics,امریکی وزیرِ دفاع کے لیے جنرل ماٹس کی نامزدگی
328,bbc dataset,politics,امریکی ویزا بچی کی زندگی کا سوال بن گیا
329,bbc dataset,politics,امن کے لیے افغانستان کو مشاورتی عمل میں شامل کرنے پر اتفاق
330,bbc dataset,politics,امیگریشن کے لیے پوائنٹ سسٹم رائج کرنے سے انکار
331,bbc dataset,politics,انتقامی پورن شائع کرنے پر 206 افراد کے خلاف کارروائی
332,bbc dataset,politics,انٹرنیٹ پر خواتین کو پرائیویٹ ویڈیوز کی بنیاد پر بلیک میل کرنے کے واقعات
333,bbc dataset,politics,انڈونیشیا میں 6.4 شدت کا زلزلہ، 24 افراد ہلاک
334,bbc dataset,politics,انڈونیشیا میں دھوئیں سے سالانہ ایک لاکھ اموات
335,bbc dataset,politics,انڈونیشیا میں زلزلے سے تباہی
336,bbc dataset,politics,انڈونیشیا کے شمالی صوبے آچے میں شدید زلزلے سے کم سے کم سو افراد ہلاک ہو گئے ہیں۔
337,bbc dataset,politics,انڈیا اور روس کے درمیان فضائی دفاعی معاہدہ سنیچر کو متوقع
338,bbc dataset,politics,انڈیا اڑیسہ میں اینسفلائٹس بخار سے 30 بچوں کی موت
339,bbc dataset,politics,انڈیا جیلوں کی بہتر سکیورٹی ضروری کیوں؟
340,bbc dataset,politics,انڈیا سپریم کورٹ کا سینیما گھروں میں قومی ترانہ بجانے کا حکم
341,bbc dataset,politics,انڈیا مسلمانوں کی کوئی عزت ہی نہیں؟
342,bbc dataset,politics,انڈیا میں بچوں کی چوری کا کاروبار
343,bbc dataset,politics,انڈیا میں تیندوے کو زندہ نذر آتش کر دیا گیا
344,bbc dataset,politics,انڈیا میں خاموش جلوس کیوں نکل رہے ہیں؟
345,bbc dataset,politics,انڈیا میں خواجہ سراؤں کے لیے پہلا رہائشی تعلیمی ادارہ
346,bbc dataset,politics,انڈیا میں سکھ شدت پسند ملزم سمیت پانچ اہم قیدی فرار
347,bbc dataset,politics,انڈیا میں مزدوروں کی ہڑتال
348,bbc dataset,politics,انڈیا میں مسلم تنظیموں کا کہنا ہے کہ حکومت یاکست
349,bbc dataset,politics,انڈیا میں پاکستانی اداکاروں والی فلمیں نہ دکھانے کا فیصلہ
350,bbc dataset,politics,انڈیا میں کرنسی نوٹوں کے منسوخ کرنے سے بحرانی کیفیت پیدا
351,bbc dataset,politics,انڈیا میں کروڑوں ملازمین کی ملک گیر ہڑتال
352,bbc dataset,politics,انڈیا میں ہندو اور مسلمان عورتوں کا پردہ نہ کرنےکا عہد
353,bbc dataset,politics,انڈیا میں ہونے والی ’ہارٹ آف ایشیا کانفرنس‘ میں نگاہیں سرتاج عزیز پر
354,bbc dataset,politics,انڈیا نے کسی پر حملہ نہیں کیا اور نہ ہی وہ زمین کا بھوکا ہے نریندر مودی
355,bbc dataset,politics,انڈیا ٹرین حادثے میں 15 بوگیاں پٹری سے اتر گئیں، دو افراد ہلاک
356,bbc dataset,politics,انڈیا پاکستان جھگڑا اور فنکاروں کے بیانات
357,bbc dataset,politics,انڈیا چھوڑ دو کی دھمکی، فنکار واپس لوٹنا شروع
358,bbc dataset,politics,انڈیا کا 7 پاکستانی رینجرز کو ہلاک کرنے کا دعویٰ
359,bbc dataset,politics,انڈیا کا ایک ہمسایہ دہشت گردی کا مخرج ہے نریندر مودی
360,bbc dataset,politics,انڈیا کا پاکستان اور بنگلہ دیش کی سرحد پر سمارٹ باڑ لگانے کا منصوبہ
361,bbc dataset,politics,انڈیا کرنسی نوٹ پر پابندی کے بعد بینکوں میں افراتفری
362,bbc dataset,politics,انڈیا کوئلے کی غیرقانونی کان کنی سے انسان اور ہاتھی دونوں متاثر
363,bbc dataset,politics,انڈیا کپڑے کے کارخانے میں آگ لگنے سے 13 افراد ہلاک
364,bbc dataset,politics,انڈیا کی ایمبیسیڈر گاڑی کا برانڈ فروخت
365,bbc dataset,politics,انڈیا کی شمالی ریاست اترپردیش میں ایک حادثے میں ٹرین کی 15 بوگیاں پٹری سے اتر گئیں
366,bbc dataset,politics,انڈیا کے اندر بھی ایک جنگ چل رہی ہے
367,bbc dataset,politics,انڈیا کے جارحانہ عزائم علاقائی امن و سلامتی کے لیے خطرہ ہیں نواز شریف
368,bbc dataset,politics,انڈیا کے زیر انتظام کشمیر کی نو سالہ لڑکی کی کک باکسنگ پر حکمرانی
369,bbc dataset,politics,انڈیا کے زیرانتظام کشمیر میں درجنوں سکول نذر آتش
370,bbc dataset,politics,انڈیا کے زیرِ انتظام کشمیر میں سکیورٹی ہٹنے سے پنڈت خوفزدہ
371,bbc dataset,politics,انڈیا کے زیرِ انتظام کشمیر میں سیکورٹی ہٹانے سے پنڈت آبادی خوفزدہ
372,bbc dataset,politics,انڈیا ہسپتال میں آتشزدگی سے 19 افراد ہلاک
373,bbc dataset,politics,انڈیا، پاکستان قیام امن کے لیے مذاکرات کریں برطانوی وزیر خارجہ
374,bbc dataset,politics,انڈین فلموں کی نمائش روکنے کی درخواست
375,bbc dataset,politics,انڈین فوج کی شمالی کمان کے کیمپ پر حملہ
376,bbc dataset,politics,انڈین مواد پر پابندی سے کیبل آپریٹرز مایوس
377,bbc dataset,politics,انڈین پنجاب سے نقل مکانی
378,bbc dataset,politics,انگلش ہسپتال علاج سے پہلے ہی غیرملکیوں سے بِل وصول کرنے کے پابند
379,bbc dataset,politics,انگور اڈہ میں پاک افغان سرحدی گیٹ کھولنے کا فیصلہ
380,bbc dataset,politics,انگولا میں اسلام پر پابندی کی افواہیں
381,bbc dataset,politics,اوباما انتظامیہ نے میرے اور انگیلا میرکل کے فون ٹیپ کیے ڈونلڈ ٹرمپ
382,bbc dataset,politics,اوڑی حملے میں سہولت کاری کے ملزم پاکستانی رہا
383,bbc dataset,politics,اوڑی سیکٹر میں بھی لوگ پریشان
384,bbc dataset,politics,اوڑی کی اہمیت کیا ہے؟ 
385,bbc dataset,politics,اٹلی میں انتہائی مطلوب مافیا ڈان گرفتار
386,bbc dataset,politics,اکھیلیش یادو کی سماج وادھی پارٹی میں رکنیت بحال
387,bbc dataset,politics,اگر گرفتاری کی ضرورت ہے تو خود پیش ہونے کو تیار ہیں ڈاکٹر فاروق ستار
388,bbc dataset,politics,ایتھیوپیا میں فائرنگ اور بھگدڑ، متعدد افراد ہلاک
389,bbc dataset,politics,ایجنسی کی ٹویٹ پر چین، امریکہ تنازع 
390,bbc dataset,politics,ایران سے انٹرنیٹ سکیورٹی تک کا سفر
391,bbc dataset,politics,ایران میں شوہر کو قتل کرنے والی خاتون کو پھانسی دینے کا خدشہ
392,bbc dataset,politics,ایرانی ’میزائل تجربے‘ کا جواب دینا ضروری ہے بن یامین نتن یاہو
393,bbc dataset,politics,ایشیا اور افریقہ کے دو ارب افراد کو زیکا سے خطرہ
394,bbc dataset,politics,ایل او سی پر کشیدگی، امریکہ کی تحمل کےمظاہرے کی اپیل
395,bbc dataset,politics,ایل او سی کشیدگی ’پاکستانی اور انڈین افواج کے درمیان رابطے کے تمام ذرائع کھلے ہیں‘
396,bbc dataset,politics,ایم کیو ایم کی رجسٹریشن کی منسوخی کی درخواست پر جواب طلب
397,bbc dataset,politics,ایم کیو ایم کےخلاف درخواست فل بینچ کے حوالے 
398,bbc dataset,politics,ایودھیا کا تنازع زندہ کرنے کا الزام
399,bbc dataset,politics,ایک انڈین کا کرنسی کے بغیر زندگی گزارنے کا مشن
400,bbc dataset,politics,ایک اور ’تبدیل شدہ نوٹ سیون میں آگ بھڑک اٹھی‘
401,bbc dataset,politics,ایک پپی اِدھر ، ایک پپی اُدھر
402,bbc dataset,politics,ایک ہفتے میں جنرل راحیل شریف کا پاکستان کے زیرانتظام کشمیر کا دوسرا دورہ
403,bbc dataset,politics,بارہمولہ انڈین فوجی کیمپ پر حملہ، ’ایل او سی پر فائرنگ‘
404,bbc dataset,politics,بارہمولہانڈین فوجی کیمپ پر حملہ،ایک اہلکار ہلاک
405,bbc dataset,politics,باکسنگ مقابلے میں زخمی ہونے والے سکاٹش باکسر چل بسے
406,bbc dataset,politics,بجلی کے بغیر گوادر کی ترقی صرف خواب
407,bbc dataset,politics,بدعنوانی سے پردہ اٹھانے والےقانون پر ملا جلا ردعمل
408,bbc dataset,politics,برازیل فضائی حادثے میں ہلاک کھلاڑیوں کو خراجِ تحسین
409,bbc dataset,politics,برازیل کی معزول صدر ہار ماننے کو تیار نہیں
410,bbc dataset,politics,برطانوی ارکانِ پارلیمان سری نگر کا دورہ کریں ایاز صادق
411,bbc dataset,politics,برطانوی پارلیمان کے کچھ اراکین بریگزٹ پر عملدرآمد کے خلاف ووٹ دیں گے
